event_number	date	day	month	year	location	latitude	longitude	country	industry	facility	site	unit	mode	ines	ines_guess	region	description	type	status	capacity	connection_year	comments	core_relevant	origin_description	origin	cause_description	cause	lower_limit	upper_limit
451	1978-12-31	451	451	451	Zarechnyy, USSR_Russia			USSR_Russia	Energy	Plant	BELOYARSK	2	2	4.0	3	EE	A short circuit caused a fire in the shared turbine hall, causing collapse of the roof, and damaging oil storage tanks; the intensified fire destroyed measuring lines and cables; subsequent loss of coolant supply and reactor control; fire extinction a few hours later; avoidance of meltdown of reactor cores, overexposure of 8 workers when establishing emergency cooling. [a137]	LWGR	Permanent Shutdown	160	1967		1		2		T	5.0	20.0
455	1977-12-13	455	455	455	Waterford, United States	39.188317	-77.6115402	United States	Energy	Plant	MILLSTONE	1	2		1		Hydrogen gas explosion damaged three buildings and forced shutdown of reactor.	BWR	Permanent Shutdown	684	1970	"the second explosion was the result of the loss of the seals which occirred
in the first explosion but which had not been adequately refilled."	1		2 or 3?		T/H	1.0	10.0
456	1977-09-24	456	456	456	Ottawa, United States	41.3516628	-88.845436	United States	Energy	Plant	DAVIS BESSE	1	2		3		Reactor shut down because of a disruption in the feedwater system; this caused a pressure increase in the primary circuit and the opening of the pilot-operated relief valve (PORV) for the pressurizer which falsely stuck open.	PWR	Operational	925	1977	forerunner to TMI accident one year later	1		1		T	1.0	10.0
458	1977-07-15	458	458	458	Decatur, United States	39.8454163	-88.9524151	United States	Energy	Plant	BROWNS FERRY	3	1		1		Startup sequence was begun and over the following 2-day period, problems developed in the off-gas stream filtering system, the concentration of hydrogen became greater than its combustible limit. Various attempts were made to stabilize the system, but they were unsuccessful. The temperature of the charcoal beds and the vault increased throughout the second day, and finally the air stream was diverted from the vault to a bypass system. A stream of nitrogen was passed through the vault to cool the charcoal and to extinguish a fire if one were present. Subsequent examination revealed that a blocked drain in the air system had prevented the air stream from being preheated prior to entering the recombiner. As a result, the catalyst in the recombiner had become ineffective, and a high concentration of hydrogen passed downstream to the vault; it apparently exploded there and ignited the charcoal beds. The purging of the vault by nitrogen had extinguished the fire. There were no injuries, and there was no release of radioactivity.	BWR	Operational	1155	1976		0		3		T	1.0	10.0
462	1977-02-22	462	462	462	Jaslovske Bohunice, Czechoslovakia			Czechoslovakia	Energy	Plant	BOHUNICE	A1	21	4.0	4	EE	Insufficiently transmissive fuel assembly charged into the reactor one; local overheating caused loss of barriers' integrity between heavy water moderator and fuel with coolant gas (CO2); cladding and steam generator tube corrosion resulted in contamination of the primary and secondary circuit, and of the reactor hall; no significant health impact; reactor decommissioned.	HWGCR	Permanent Shutdown	143	1972	Major precursor.	1		1		T	2000.0	3000.0
463	1977-01-13	463	463	463	Gundremmingen, Germany	48.5	10.4	Germany	Energy	Plant	GUNDREMMINGEN	A	2		1 to 2	WE	A short circuit, subsequently in both the 220kV lines because of extreme weather, triggered turbine throttling to own power supply level which failed due to falsly adjusted control and opening of gate valves; resulting pressure drop in the primary circuit was interpreted as a large leak followed by an automatic start of the emergency core cooling system; the resulting presssure increase was controlled by opening of relief valves and about 400 cubic meters of hot coolant water were released into the reactor building; the amount of radioactive water was increased by the foreseen operation of the reactor spray system; the radioactive water and radioactive gases were later released to the enviroment in a controlled manner; the costs of repair including decontamination of the reactor building were regarded too high and the plant was permenantly shutdown.	BWR	Permanent Shutdown	250	1966	a nice example of low safety significance but high costs	0		3		T;H	290.0	4320.0
464		464	464	464	Zarechnyy, USSR_Russia			USSR_Russia	Energy	Plant	BELOYARSK	2		5.0	5	EE	Half of the fuel rods melted, releasing fission products; operators exposed; repairs took more than a year.	LWGR	Permanent Shutdown	160	1967	Insufficient information. Apparent precursor.	1		?		?	600.0	1000.0
466	1976-09-15	466	466	466	Gravel Neck, United States	37.370784	-77.463239	United States	Energy	Plant	SURRY	2	2		1		The plant operated at full power with a satisfactory leak rate of 5.3 liters/min when it suddenly developed into rupture of 1250 liters/min, caused by high stress that resulted from the deformation (corrosion) of support plates. After initial measures including control rod manipulations based on misperception, the operators acted promptly and effectively: at 10 minutes they tripped the turbine which caused an automatic reactor shutdown, started the safety injection system and throttled the injection flow to limit reactor coolant system pressure to 14 MPa. At roughly 18 minutes the operators secured feedwater flow to three intact steam generators and isolated the defective one. At 11 hours 20 minutes the plant reached cold shutdown and isolation of the affected loop A. Minimal release of radioactivity.	PWR	Operational	890	1973	Operator intended to continue operation, against procedure.	1		1		T;H	60.0	100.0
468		468	468	468	Waterford, United States	39.188317	-77.6115402	United States	Energy	Plant	MILLSTONE	1	0		1		During a shutdown-margin test in the midst of a normal refueling the operator made a failure in rod withdrawal; the reactor went critical but was shut down immediately and automatically.	BWR	Permanent Shutdown	684	1970		0		1		H	0.0	0.0
469	1976-01-07	469	469	469	Brownville, United States	40.4006633	-74.2951467	United States	Energy	Plant	COOPER	Single	2		?		Ice plug formed inside top of off-gas stack, producing a back-pressure permitting release of hydrogen in the off-gas building; hydrogen explosion demolished building; reactor immediately shut down; some release of radioactivity in the vicinity of the explosion; off-gas building was rebuilt, reactor started 11 days later.	BWR	Operational	801	1974		2	Event at auxiliary building: explosion at auxiliary off-gas building	3		T	10.0	100.0
470	1976-01-05	470	470	470	Jaslovske Bohunice, Czechoslovakia			Czechoslovakia	Energy	Plant	BOHUNICE	A1	21		3	EE	Fresh fuel assembly, together with a technological plug, was ejected into the reactor hall after failure of the closing mechanism of a technological channel during fuel loading; CO2 coolant was flowing out until the refueling machine was reconnected; two workers were suffocated by the CO2; no atmospheric release.	HWGCR	Permanent Shutdown	143	1972		1		1		T	12.0	50.0
471	1975-12-07	471	471	471	Greifswald, East Germany	54.095791	13.3815238	East Germany	Energy	Plant	GREIFSWALD	1	2	3.0	3	EE	Negligent electrical error caused short circuit at transformer, which triggered cable fire with loss of control and power supply of 5 out of 6 main coolant pumps; provisional restoration of power supply; no core damage/release; returned to operation after repair.	PWR	Permanent Shutdown	440	1973		1		2		H	1.0	10.0
472	1975-11-30	472	472	472	Sosnovyy-Bor, USSR_Russia			USSR_Russia	Energy	Plant	LENINGRAD	1	2	4.0	4	EE	A fuel channel in Unit 1 suffered a loss of coolant, resulting in the degradation of a nuclear fuel assembly that led to a significant release of radiation lasting for one month; no notification of danger in the affected region. (Chernobyl forerunner)	LWGR	Operational	1000	1973		1		1		T	20.0	100.0
474	1975-11-05	474	474	474	Brownville, United States	40.4006633	-74.2951467	United States	Energy	Plant	COOPER	Single	2		0		Hydrogen gas explosion at a sump in an auxiliary building; after lifting the manhole cover, two workers physically injured; controlled reactor shutdown; only some radioactivity release in the vicinity of the explosion; restart after short repair.	BWR	Operational	801	1974		0	Event at auxiliary building: explosion	3		H	1.0	10.0
475		475	475	475	Hartsville, United States	34.3740431	-80.0734005	United States	Energy	Plant	ROBINSON	2	2		2		Seal failure in Main Coolant Pump. At full power, an alarm due to leakage from first-stage seal of primary coolant pump, operators started a controlled shutdown, later shutting off the pump.  Shortly thereafter the reactor scrammed automatically on a signal from one of the steam generators. Circulation of coolant water to the seals of the remaining primary coolant pumps was blocked, so operator restarted the first pump which operated for about 2 hr, but then the remaining seals collapsed, and primary coolant water began to spill into the containment building at a high rate. Circulation of water through the primary system was maintained by auxiliary means until cold shutdown was achieved and the leak in the primary pump was plugged. By this time about 135,000 gal of primary water had escaped, covering the floor of the containment building to about a foot in depth. Escape of radioactivity to the atmosphere was contained within prescribed limits by the filtering system for the containment building.	PWR	Operational	780	1970		1		1		T	1.0	50.0
476	1975-03-22	476	476	476	Decatur, United States	39.8454163	-88.9524151	United States	Energy	Plant	BROWNS FERRY	1	2		3		Fire started when a worker, using a candle to search for air leaks, ignited a combustible seal; fire spread on the reactor building side wall, burning for seven hours and damaging cables, disabling systems related to the control of unit 1 and 2; meltdown was averted; all units refurbished and in operation until shutdown in 1985.	BWR	Operational	1155	1973		1		2		H	32340.0	53900.0
477	1975-02-26	477	477	477	Two Creeks, United States	44.3022186	-87.5631378	United States	Energy	Plant	POINT BEACH	1	2		1		A 470 liters/minute leak developed in a steam generator due to tube rupture; operators recognized a leak but thought it was in the auxiliary building. Finally charging pumps were started to control the pressurizer level; load reduction began at 30 minutes and the plant was manually tripped at 47 minutes from 25 % power and the safety injection pumps were intermittently used to control the reactor coolant system inventory. At roughly 3 hours the residual heat removal system was placed in operation; minor realease of radioactivity.	PWR	Operational	640	1970		0		1		T;H	1.0	20.0
